,name,tl_x,tl_y,br_x,br_y,step,array,type,sub_type,center,side,enable,board,offset_x,offset_y,z
53,mNofts,21.52,71.67,27.85,83.7,1,0,0,0,0,0,1,0,0,0,0
54,4tRbhM,27.19,51.11,29.95,53.96,1,0,0,0,0,0,1,0,0,0,0
55,mgmVgl,0.06,30.54,3.45,31.63,1,0,0,0,0,0,1,0,0,0,0
56,hiO5PQ,27.27,4.5,33.94,12.15,1,0,0,0,0,0,1,0,0,0,0
57,WeQ7Fj,43.78,89.4,44.82,92.51,1,0,0,0,0,0,1,0,0,0,0
58,dI9XFp,5.3,32.41,9.04,33.89,1,0,0,0,0,0,1,0,0,0,0
59,f8Cl1l,0,98.41,3,99.94,1,0,0,0,0,0,1,0,0,0,0
60,uVSSNa,27.83,29.8,30.44,33.17,1,0,0,0,0,0,1,0,0,0,0
61,AvI70U,10.11,40.54,14.24,42.31,1,0,0,0,0,0,1,0,0,0,0
62,cT1hy0,43.78,74.07,47.18,75.86,1,0,0,0,0,0,1,0,0,0,0
63,Et2rDo,43.78,45.41,52.63,49.29,1,0,0,0,0,0,1,0,0,0,0
64,8HTaMj,6.94,0.26,8.23,7.29,1,0,0,0,0,0,1,0,0,0,0
65,8vuafe,43.78,13.26,52.26,15.98,1,0,0,0,0,0,1,0,0,0,0
66,IiRSOL,12.4,0,23.95,1.05,1,0,0,0,0,0,1,0,0,0,0
67,kzV5y5,24.81,98.82,38.23,99.97,1,0,0,0,0,0,1,0,0,0,0
68,7xtIxe,29.62,100,32.55,103.62,1,0,0,0,0,0,1,0,0,0,0
69,VidxbD,3.84,0,5.01,6.08,1,0,0,0,0,0,1,0,0,0,0
70,7JO7nk,24.45,100,25.45,101,1,0,0,0,0,0,1,0,0,0,0
71,v7tBos,20.6,100,23.01,112.23,1,0,0,0,0,0,1,0,0,0,0
72,qRoq2x,9.77,0,11.58,4.02,1,0,0,0,0,0,1,0,0,0,0
73,bXFuq4,39.02,62.93,40.76,67.75,1,0,0,0,0,0,1,0,0,0,0
74,ZGqLSe,31.49,87.42,33.22,89.03,1,0,0,0,0,0,1,0,0,0,0
75,Er7aSP,37.25,0,48.99,1.76,1,0,0,0,0,0,1,0,0,0,0
76,n4eiCE,35.8,90.3,42.02,93.91,1,0,0,0,0,0,1,0,0,0,0
77,BTH4RP,43.78,2.14,45.96,5.95,1,0,0,0,0,0,1,0,0,0,0
78,YK13J2,20.56,4.49,21.79,8.45,1,0,0,0,0,0,1,0,0,0,0
79,LEINVP,43.78,97.96,52.57,99.1,1,0,0,0,0,0,1,1,0,0,0
80,OS6qQu,33.23,100,34.23,109.77,1,0,0,0,0,0,1,0,0,0,0
81,qVrDh2,6.68,24.61,9.27,31.97,1,0,0,0,0,0,1,0,0,0,0
82,zyzdOM,0,93.9,10.3,96.47,1,0,0,0,0,0,1,0,0,0,0
83,qG0MlW,13.54,52.55,23.1,53.58,1,0,0,0,0,0,1,0,0,0,0
84,j0cOdn,4.22,13.18,5.28,14.22,1,0,0,0,0,0,1,1,0,0,0
