,name,tl_x,tl_y,br_x,br_y,type,center,side,board,offset_x,offset_y,time
100,qTD6xA,129.98,327.02,133.63,338.08,0,0,0,0,0,0,0.40369
101,YcslFG,10.32,250.48,11.53,259.28,0,0,0,0,0,0,0.10647999999999999
102,MO2Git,150.09,167.05,151.54,169.22,0,0,0,0,0,0,0.03146499999999999
103,mEV59w,111.60,216.42,123.33,228.49,0,0,0,0,0,0,1.4158110000000002
104,syvvlU,169.03,260.19,178.07,263.89,0,0,0,0,0,0,0.33448
105,18U60t,149.36,287.01,150.38,294.13,0,0,0,0,0,0,0.07262400000000001
106,xQhNsw,90.72,30.27,92.13,31.45,0,0,0,0,0,0,0.016637999999999997
107,Wz5xej,139.13,405.76,140.21,406.78,0,0,0,0,0,0,0.011016000000000001
108,pEed0x,156.47,278.19,162.52,281.92,0,0,0,0,0,0,0.22566499999999998
109,GAXr2A,132.72,203.25,145.28,206.07,0,0,0,0,0,0,0.35419199999999995
110,Uuld9r,70.49,410.94,79.74,412.28,0,0,0,0,0,0,0.12395000000000002
111,7N9b4O,10.15,290.26,11.47,292.26,0,0,0,0,0,0,0.0264
112,H9kgtE,180.87,220.45,189.12,223.47,0,0,0,0,0,0,0.24914999999999998
113,OtZU5T,170.59,270.45,171.83,271.54,0,0,0,0,0,0,0.013516000000000002
114,scnAyL,161.19,451.26,163.22,453.11,0,0,0,0,0,0,0.037555
115,y4HY4l,105.63,90.41,117.35,95.52,0,0,0,0,0,0,0.5988920000000001
116,AhaLlR,30.48,290.94,38.57,302.80,0,0,0,0,0,0,0.9594739999999998
117,avF1rk,60.05,450.92,61.57,452.72,0,0,0,0,0,0,0.027360000000000002
118,pUAcWd,150.05,280.38,151.63,286.38,0,0,0,0,0,0,0.09480000000000001
119,xPGVgC,107.59,361.56,113.57,369.45,0,0,0,0,0,0,0.471822
120,o4mNYF,84.48,453.82,89.88,455.96,0,0,0,0,0,0,0.11556000000000001
121,VQe4zb,200.06,320.61,201.27,321.75,0,0,0,0,0,0,0.013793999999999997
122,3L47Sw,200.81,220.18,204.75,223.32,0,0,0,0,0,0,0.123716
123,KoKJtA,90.35,10.89,104.54,18.60,0,0,0,0,0,0,1.094049
124,jYjvLN,116.53,438.81,117.62,445.63,0,0,0,0,0,0,0.074338
125,EIRiDI,87.29,417.95,92.49,420.59,0,0,0,0,0,0,0.13728
126,1eQlYA,130.74,340.11,136.48,341.19,0,0,0,0,0,0,0.061992000000000005
127,agGjxe,79.03,378.39,85.23,382.94,0,0,0,0,0,0,0.2821
128,H94j8z,0.27,160.06,13.02,161.80,0,0,0,0,0,0,0.22185
129,JLrduV,130.94,40.66,134.41,45.71,0,0,0,0,0,0,0.17523500000000003
130,k1qZPN,201.10,270.26,204.13,280.20,0,0,0,0,0,0,0.301182
131,K3LOsz,140.22,140.46,145.80,143.14,0,0,0,0,0,0,0.149544
132,F6Ia4e,29.51,376.98,42.85,381.25,0,0,0,0,0,0,0.569618
133,7HbG2U,184.01,204.81,185.02,207.63,0,0,0,0,0,0,0.028481999999999997
134,vP6Um8,200.40,230.45,208.43,232.34,0,0,0,0,0,0,0.15176699999999999
135,GNfaWj,40.10,200.58,41.50,211.02,0,0,0,0,0,0,0.14615999999999998
136,xHAQKF,135.47,29.04,149.09,31.46,0,0,0,0,0,0,0.329604
137,CBxyuf,190.16,40.73,191.85,41.76,0,0,0,0,0,0,0.017407
138,QlKa4l,90.68,210.38,91.68,215.97,0,0,0,0,0,0,0.0559
139,icQ0PP,207.42,59.73,213.02,64.31,0,0,0,0,0,0,0.25648
140,Vy1f7z,93.17,179.46,94.81,182.30,0,0,0,0,0,0,0.04657599999999999
141,BJF63N,132.58,279.94,135.95,286.98,0,0,0,0,0,0,0.23724800000000001
142,nIhRsy,210.29,50.69,212.63,51.69,0,0,0,0,0,0,0.023399999999999997
143,VRSLJo,148.86,268.60,152.05,274.12,0,0,0,0,0,0,0.176088
144,1H6Pnl,60.07,360.40,64.76,373.72,0,0,0,0,0,0,0.624708
145,2jYodn,92.27,432.84,97.56,434.74,0,0,0,0,0,0,0.10051
146,79IDLO,10.39,390.70,16.64,400.33,0,0,0,0,0,0,0.601875
147,juXnNW,131.19,193.59,132.22,196.66,0,0,0,0,0,0,0.031621
148,doUiQi,50.08,380.67,51.10,392.79,0,0,0,0,0,0,0.123624
149,SxdE9l,124.44,369.57,126.23,382.17,0,0,0,0,0,0,0.22554
150,Nf1FgL,110.85,310.12,112.63,315.07,0,0,0,0,0,0,0.08811
151,VVfVXo,80.88,180.95,81.91,181.95,0,0,0,0,0,0,0.0103
152,F5Lr33,153.26,312.98,156.69,322.59,0,0,0,0,0,0,0.329623
153,6465pc,76.18,262.67,87.92,273.00,0,0,0,0,0,0,1.212742
154,phSMKn,154.98,330.73,158.39,334.73,0,0,0,0,0,0,0.1364
155,7qMH7s,20.72,290.12,25.64,291.16,0,0,0,0,0,0,0.051168000000000005
156,7F0YwK,164.63,297.92,174.19,305.39,0,0,0,0,0,0,0.714132
157,gujdks,60.25,427.71,61.28,433.97,0,0,0,0,0,0,0.064478
158,R4qPpt,181.16,32.97,190.84,33.99,0,0,0,0,0,0,0.09873599999999999
159,xItBTv,0.40,170.12,6.69,171.26,0,0,0,0,0,0,0.07170599999999999
160,HmJ8GJ,112.74,433.81,114.70,436.48,0,0,0,0,0,0,0.052332000000000004
161,X0vFJg,111.83,377.67,113.28,390.93,0,0,0,0,0,0,0.19227
162,rQ4dl8,147.23,256.25,161.60,259.52,0,0,0,0,0,0,0.469899
163,LUnpoV,50.23,0.64,51.85,1.89,0,0,0,0,0,0,0.020250000000000004
164,sVDpIj,30.86,400.07,31.96,405.54,0,0,0,0,0,0,0.06017
165,8vABvE,20.76,80.06,21.99,86.62,0,0,0,0,0,0,0.080688
166,aejEQf,142.46,448.55,146.26,449.77,0,0,0,0,0,0,0.04636
167,sKSr8k,169.92,21.99,178.13,23.65,0,0,0,0,0,0,0.13628600000000002
168,Vfz95D,110.11,20.85,120.15,27.37,0,0,0,0,0,0,0.654608
169,KPMBvE,123.78,357.67,129.55,358.72,0,0,0,0,0,0,0.06058499999999999
170,ce0iYY,110.16,390.91,111.80,397.02,0,0,0,0,0,0,0.100204
171,YE0s0d,70.60,50.17,72.58,56.23,0,0,0,0,0,0,0.119988
172,jzPOUt,199.21,307.96,202.35,309.94,0,0,0,0,0,0,0.062172
173,L273FE,19.13,346.29,32.27,361.25,0,0,0,0,0,0,1.9657440000000002
174,0nPZkq,59.60,97.39,60.66,108.03,0,0,0,0,0,0,0.11278400000000001
175,JcveBe,20.85,150.36,22.04,153.53,0,0,0,0,0,0,0.03772299999999999
176,Qy5r6E,184.78,272.36,186.38,273.38,0,0,0,0,0,0,0.01632
177,m0J3zr,219.41,301.57,220.76,305.50,0,0,0,0,0,0,0.053055000000000005
178,oEStFb,10.91,20.84,24.45,21.84,0,0,0,0,0,0,0.1354
179,IarWR7,100.40,420.40,101.71,427.56,0,0,0,0,0,0,0.093796
180,cSoTIo,48.34,135.75,61.37,140.20,0,0,0,0,0,0,0.579835
181,sQvKST,40.15,110.82,47.61,119.76,0,0,0,0,0,0,0.666924
182,4KVAVD,78.03,407.65,84.78,408.84,0,0,0,0,0,0,0.080325
183,t4A1uO,120.50,325.25,123.60,331.16,0,0,0,0,0,0,0.18321
184,gOguJQ,145.31,165.02,150.09,166.78,0,0,0,0,0,0,0.08412800000000001
185,Y1dgwS,148.36,436.59,161.02,443.27,0,0,0,0,0,0,0.845688
186,MzI6tJ,132.91,301.25,134.03,308.71,0,0,0,0,0,0,0.083552
187,RFAgDP,124.11,427.54,135.54,434.46,0,0,0,0,0,0,0.7909559999999999
188,cLj4U5,160.07,210.09,161.21,218.98,0,0,0,0,0,0,0.10134599999999999
189,LHosQu,170.76,290.09,171.78,291.11,0,0,0,0,0,0,0.010404
190,ojeVie,135.37,330.60,146.22,336.88,0,0,0,0,0,0,0.6813800000000001
191,vsXdJJ,210.53,291.42,217.11,305.56,0,0,0,0,0,0,0.930412
192,JnWmqJ,88.28,79.41,89.81,90.24,0,0,0,0,0,0,0.165699
193,BBRr3g,124.70,402.96,130.82,408.26,0,0,0,0,0,0,0.32436
194,h4iZA1,126.49,213.32,127.94,215.88,0,0,0,0,0,0,0.03712
195,9z31U3,90.14,220.89,94.33,222.25,0,0,0,0,0,0,0.056984000000000014
196,nDctey,108.05,411.65,109.50,412.68,0,0,0,0,0,0,0.014935
197,r6t19u,58.70,375.88,67.41,382.92,0,0,0,0,0,0,0.6131840000000001
198,EGYoBz,70.60,350.76,77.51,352.06,0,0,0,0,0,0,0.08983000000000001
199,gNblzM,210.11,190.48,222.05,195.69,0,0,0,0,0,0,0.622074
200,cpaLDH,174.38,303.77,176.67,305.13,0,0,0,0,0,0,0.031144
201,vSkjlX,76.21,155.81,81.42,160.63,0,0,0,0,0,0,0.251122
202,UBYtkJ,40.45,0.67,41.60,3.73,0,0,0,0,0,0,0.03519
203,6mGmRY,140.74,340.82,147.85,352.33,0,0,0,0,0,0,0.818361
204,YSUBi0,147.14,454.27,152.10,466.88,0,0,0,0,0,0,0.6254559999999999
205,RvZiGk,198.48,264.03,199.54,271.80,0,0,0,0,0,0,0.082362
206,pDkPiM,51.41,420.10,60.07,422.62,0,0,0,0,0,0,0.218232
207,sQUaWf,92.17,353.10,93.26,365.78,0,0,0,0,0,0,0.138212
208,uJItbf,176.92,266.38,189.40,270.76,0,0,0,0,0,0,0.546624
209,UJhX9u,130.69,100.77,135.13,103.17,0,0,0,0,0,0,0.10656
210,1v0wjH,166.72,264.60,167.89,269.60,0,0,0,0,0,0,0.058499999999999996
211,oQ84Xe,220.34,340.16,233.71,345.43,0,0,0,0,0,0,0.7045989999999999
212,VjW1Y7,200.88,150.82,207.06,158.65,0,0,0,0,0,0,0.48389399999999994
213,NEWj3a,127.72,388.34,140.32,392.85,0,0,0,0,0,0,0.56826
214,v7IHwq,210.11,240.53,223.59,247.06,0,0,0,0,0,0,0.880244
215,TE0gek,80.60,450.18,82.42,452.16,0,0,0,0,0,0,0.036036
216,X7YHDC,20.62,260.63,22.86,265.02,0,0,0,0,0,0,0.098336
217,mtosOo,112.81,271.09,116.23,282.37,0,0,0,0,0,0,0.38577599999999995
218,TGo66y,197.03,104.03,201.04,109.01,0,0,0,0,0,0,0.199698
219,FXIfDk,40.14,420.37,47.20,421.66,0,0,0,0,0,0,0.091074
220,PChJay,115.61,187.63,119.18,191.70,0,0,0,0,0,0,0.14529899999999998
221,IkWqYg,170.35,360.43,171.54,362.36,0,0,0,0,0,0,0.022967
222,iZYWtj,50.89,330.84,52.21,340.69,0,0,0,0,0,0,0.13002
223,Oye6YD,120.81,110.65,121.91,120.30,0,0,0,0,0,0,0.10615000000000002
224,y1ZLWt,74.87,115.22,86.07,119.13,0,0,0,0,0,0,0.43792000000000003
225,bcp7P0,204.31,328.80,214.70,336.66,0,0,0,0,0,0,0.8166540000000001
226,DreQ19,110.26,456.00,111.32,462.26,0,0,0,0,0,0,0.066356
227,i5nv5v,160.04,272.58,163.62,273.73,0,0,0,0,0,0,0.04117
228,4lBzpz,208.72,271.02,212.22,274.23,0,0,0,0,0,0,0.11234999999999999
229,nzOGQC,90.74,180.71,91.74,186.30,0,0,0,0,0,0,0.0559
230,68FAf1,180.57,230.64,189.78,232.09,0,0,0,0,0,0,0.13354500000000002
231,xRfjdB,120.91,313.13,122.55,317.00,0,0,0,0,0,0,0.063468
232,8eb2rQ,182.42,444.78,183.42,446.69,0,0,0,0,0,0,0.0191
233,sgurq1,21.16,97.17,22.34,108.43,0,0,0,0,0,0,0.13286799999999999
234,4flYyZ,128.24,437.93,139.71,439.33,0,0,0,0,0,0,0.16058
235,jf0Z7k,90.05,330.12,98.94,332.08,0,0,0,0,0,0,0.174244
236,oGkmd8,188.89,335.75,192.60,337.22,0,0,0,0,0,0,0.054536999999999995
237,rBWAU4,170.89,432.50,174.78,436.38,0,0,0,0,0,0,0.15093199999999998
238,yHOFd9,130.38,230.89,131.84,239.67,0,0,0,0,0,0,0.128188
239,Y5oeJd,186.59,136.71,189.07,139.22,0,0,0,0,0,0,0.06224799999999999
240,NjANu3,125.34,264.59,127.28,275.02,0,0,0,0,0,0,0.20234199999999997
241,OzW85o,190.85,310.69,191.96,312.37,0,0,0,0,0,0,0.018648
242,veBrem,0.58,30.05,7.31,37.47,0,0,0,0,0,0,0.49936600000000003
243,msQ5tQ,10.19,190.30,20.81,191.98,0,0,0,0,0,0,0.178416
244,eaOUtG,170.36,40.32,175.01,48.19,0,0,0,0,0,0,0.36595500000000003
245,dkImFF,70.15,360.44,80.81,361.44,0,0,0,0,0,0,0.1066
246,ncXLie,110.57,320.32,118.77,327.21,0,0,0,0,0,0,0.5649799999999999
247,vhkHQZ,100.94,80.28,102.71,92.62,0,0,0,0,0,0,0.218418
248,yCN0ye,154.14,309.48,164.74,311.23,0,0,0,0,0,0,0.1855
249,RBtRmc,222.41,307.90,230.57,322.17,0,0,0,0,0,0,1.1644320000000001
250,Yqo0Dt,117.19,433.66,119.45,435.25,0,0,0,0,0,0,0.035934
251,XwpZbn,120.57,99.48,123.78,102.83,0,0,0,0,0,0,0.107535
252,L2SGiy,190.86,220.44,196.01,221.45,0,0,0,0,0,0,0.052015000000000006
253,bAZFXc,100.88,209.85,102.70,210.85,0,0,0,0,0,0,0.0182
254,gfzUAA,40.52,10.15,50.70,15.99,0,0,0,0,0,0,0.594512
255,Jbhm79,10.21,330.30,11.28,335.31,0,0,0,0,0,0,0.053607
256,ShnlIu,190.73,120.37,202.05,122.30,0,0,0,0,0,0,0.218476
257,aSKiBY,80.15,10.61,81.75,13.82,0,0,0,0,0,0,0.05136
258,dugc0I,120.80,420.52,122.68,430.94,0,0,0,0,0,0,0.19589599999999996
259,DNnBZK,179.50,456.00,182.20,457.01,0,0,0,0,0,0,0.027270000000000003
260,5q56zN,147.97,8.22,149.77,9.23,0,0,0,0,0,0,0.01818
261,fakRIa,120.20,90.78,134.97,93.79,0,0,0,0,0,0,0.44457699999999994
262,S7wsA5,148.47,362.22,156.30,369.49,0,0,0,0,0,0,0.569241
263,PmUTJY,153.88,12.96,165.53,26.09,0,0,0,0,0,0,1.5296450000000001
264,YbiSA8,210.67,70.65,211.68,80.60,0,0,0,0,0,0,0.100495
265,hKOmdT,131.67,218.89,132.74,229.43,0,0,0,0,0,0,0.11277799999999999
266,xIwwWD,50.10,160.59,53.22,172.11,0,0,0,0,0,0,0.35942399999999997
267,9FURTo,133.89,255.55,138.23,266.67,0,0,0,0,0,0,0.482608
268,uPSerW,166.43,158.69,179.55,166.25,0,0,0,0,0,0,0.9918719999999999
269,y1U4yb,130.91,362.43,137.99,373.36,0,0,0,0,0,0,0.773844
270,VYTY4Y,222.41,284.68,227.75,285.68,0,0,0,0,0,0,0.053399999999999996
271,LkVj9D,60.18,290.53,63.68,293.19,0,0,0,0,0,0,0.0931
272,0rzzGz,160.92,190.53,174.11,203.55,0,0,0,0,0,0,1.7173379999999998
273,4qPlJM,10.40,370.64,13.22,373.54,0,0,0,0,0,0,0.08177999999999999
274,WTtWqU,190.89,110.29,200.48,114.04,0,0,0,0,0,0,0.359625
275,ObLX85,80.63,310.78,84.30,312.34,0,0,0,0,0,0,0.057252
276,esp9kM,68.61,129.55,71.19,131.83,0,0,0,0,0,0,0.058823999999999994
277,YvdQlo,180.61,312.14,182.89,313.23,0,0,0,0,0,0,0.024852
278,GWU2Kg,69.36,405.02,78.68,406.40,0,0,0,0,0,0,0.12861599999999998
279,thwFzM,30.16,310.57,41.84,312.11,0,0,0,0,0,0,0.179872
280,YDH1be,152.04,343.80,162.38,347.38,0,0,0,0,0,0,0.370172
281,WKL3Ec,50.46,80.87,63.36,90.67,0,0,0,0,0,0,1.2642000000000002
282,qUfqYT,153.40,456.00,162.15,468.72,0,0,0,0,0,0,1.1130000000000002
283,o8h3SA,174.87,31.18,175.88,37.08,0,0,0,0,0,0,0.059590000000000004
284,kqRvJu,140.08,120.58,147.08,123.55,0,0,0,0,0,0,0.20790000000000003
285,rlH5xF,210.31,430.18,214.67,436.07,0,0,0,0,0,0,0.256804
286,3rpTTY,107.13,259.31,108.14,263.97,0,0,0,0,0,0,0.047066
287,paD8XL,222.41,271.38,231.98,276.96,0,0,0,0,0,0,0.5340060000000001
288,3vkRke,40.35,180.86,48.50,183.44,0,0,0,0,0,0,0.21027
289,v25ort,51.28,436.92,52.71,437.95,0,0,0,0,0,0,0.014728999999999999
290,Xy3gQ6,80.14,60.57,89.70,61.89,0,0,0,0,0,0,0.126192
291,QyejQ0,98.85,143.35,107.69,146.16,0,0,0,0,0,0,0.24840399999999999
292,T6lsIs,158.10,403.61,172.31,412.71,0,0,0,0,0,0,1.29311
293,zQojJl,59.40,392.68,60.40,407.19,0,0,0,0,0,0,0.1451
294,r1kNDp,211.60,235.40,222.96,239.71,0,0,0,0,0,0,0.4896159999999999
295,KSQ0e2,110.75,200.94,120.88,202.01,0,0,0,0,0,0,0.10839100000000002
296,cGEPLR,115.17,416.65,117.20,425.96,0,0,0,0,0,0,0.188993
297,BBQ8sA,219.63,322.01,221.35,328.36,0,0,0,0,0,0,0.10921999999999998
298,FlnDMI,0.13,240.50,1.14,247.35,0,0,0,0,0,0,0.069185
299,YNoQrD,96.83,104.74,101.93,110.66,0,0,0,0,0,0,0.30191999999999997
300,VdSyB1,70.51,200.77,77.77,204.75,0,0,0,0,0,0,0.288948
301,5ppK4T,143.18,416.26,144.19,418.36,0,0,0,0,0,0,0.02121
302,fPG2RL,30.09,100.88,31.27,112.99,0,0,0,0,0,0,0.14289799999999997
303,AK4mDG,20.70,60.11,26.85,70.39,0,0,0,0,0,0,0.63222
304,VBFOJY,30.72,390.44,44.91,391.69,0,0,0,0,0,0,0.177375
305,MooZHA,120.32,190.06,121.66,199.26,0,0,0,0,0,0,0.12328
306,gJ7V0V,90.59,300.25,92.38,315.10,0,0,0,0,0,0,0.26581499999999997
307,3Jysx5,200.39,340.45,202.36,344.25,0,0,0,0,0,0,0.07486
308,FpVOy7,180.33,0.49,182.35,4.88,0,0,0,0,0,0,0.08867799999999999
309,LOTnzQ,128.91,339.60,130.28,341.29,0,0,0,0,0,0,0.023153
310,KzhiQP,213.81,279.61,223.56,280.62,0,0,0,0,0,0,0.09847500000000001
311,pUiZu2,129.90,255.13,131.69,257.62,0,0,0,0,0,0,0.044571000000000006
312,U2jTPP,146.25,415.00,152.48,417.22,0,0,0,0,0,0,0.138306
313,JzNJOn,114.57,99.86,117.03,101.14,0,0,0,0,0,0,0.031488
314,DFWsOu,87.68,112.33,89.50,117.03,0,0,0,0,0,0,0.08554
315,45vDVM,10.32,440.18,11.47,441.96,0,0,0,0,0,0,0.02047
316,Ndkta8,182.73,242.67,184.15,249.05,0,0,0,0,0,0,0.090596
317,IZ2nRM,80.14,250.10,84.04,256.46,0,0,0,0,0,0,0.24804
318,fR4Acj,17.31,147.23,18.31,157.16,0,0,0,0,0,0,0.0993
319,DvsEib,95.55,283.08,98.42,286.99,0,0,0,0,0,0,0.112217
