,Unnamed: 0,x,y,type,side,board,comp_idx
65,65,84.435,217.205,0,0,0,"[384, 461, 439, 68, 32, 138, 45, 195, 329]"
66,66,110.88,200.325,0,0,0,"[220, 253, 295, 9]"
67,67,133.7,198.58,0,0,0,"[17, 109, 147, 346, 494, 305, 327, 194]"
68,68,142.665,179.045,0,0,0,"[184, 102, 429, 81, 79, 59]"
69,69,157.76,219.135,0,0,0,"[386, 188, 375, 38]"
70,70,190.54,252.56,0,0,0,"[321, 14, 337, 33, 60, 316]"
71,71,211.995,233.455,0,0,0,"[214, 5, 294, 482, 122, 134]"
72,72,188.475,216.495,0,0,0,"[390, 252, 30, 112, 230]"
73,73,211.43,196.745,0,0,0,"[199, 31, 515]"
74,74,174.065,190.02,0,0,0,"[488, 354, 272, 133]"
75,75,169.38,154.515,0,0,0,"[443, 343, 359, 34, 268, 508, 385, 489]"
76,76,196.825,155.22,0,0,0,"[212, 239, 64, 490]"
77,77,227.14,147.79,0,0,0,"[379, 369]"
78,78,211.13,122.59,0,0,0,"[338, 372, 498, 218, 80, 95]"
79,79,191.29,107.45,0,0,0,"[399, 274, 256, 27]"
80,80,163.18,115.255,0,0,0,"[70, 419, 92, 4]"
81,81,146.47,139.745,0,0,0,"[284, 87, 13, 131]"
82,82,113.22,149.28,0,0,0,"[485, 291, 434, 496]"
83,83,107.885,121.23,0,0,0,"[299, 458, 26]"
84,84,131.23,100.47,0,0,0,"[22, 261, 209, 251, 223]"
85,85,163.39,74.115,0,0,0,[12]
86,86,214.355,87.875,0,0,0,"[460, 264, 86, 40, 436]"
87,87,199.585,57.03,0,0,0,"[139, 137, 56, 420, 512]"
88,88,212.185,33.48,0,0,0,"[423, 367, 142, 487]"
89,89,180.38,18.54,0,0,0,"[362, 308, 465, 158, 167, 283]"
90,90,176.545,48.79,0,0,0,"[66, 244, 442]"
91,91,156.75,26.52,0,0,0,"[263, 260, 363]"
92,92,148.055,38.59,0,0,0,"[505, 136, 430]"
93,93,122.26,33.28,0,0,0,"[168, 129]"
94,94,98.735,27.61,0,0,0,"[123, 502, 106, 18]"
95,95,76.005,6.96,0,0,0,"[73, 257]"
96,96,54.37,16.25,0,0,0,"[202, 254, 163, 503, 428, 435]"
97,97,12.515,31.36,0,0,0,"[242, 178, 394]"
98,98,37.555,57.5,0,0,0,"[393, 324]"
99,99,18.555,73.365,0,0,0,"[15, 303, 165]"
