,name,tl_x,tl_y,br_x,br_y,type,center,side,board,offset_x,offset_y,time
31,Mzbf5K,90.34,240.81,91.46,244.09,0,0,0,0,0,0,0.036736
32,UDFmdM,107.78,148.49,111.19,153.62,0,0,0,0,0,0,0.174933
33,QCXbVy,3.35,41.19,9.54,51.26,0,0,0,0,0,0,0.6233330000000001
34,nrh7Ad,113.66,102.31,118.79,112.58,0,0,0,0,0,0,0.526851
35,jv5yqA,113.66,39.67,125.20,50.18,0,0,0,0,0,0,1.2128539999999999
36,zZugHK,70.60,110.88,76.64,124.44,0,0,0,0,0,0,0.819024
37,0YZ7Do,9.67,92.27,10.67,93.38,0,0,0,0,0,0,0.0111
38,0947js,113.66,33.11,116.97,36.27,0,0,0,0,0,0,0.104596
39,rlEyC6,103.75,172.37,115.49,183.78,0,0,0,0,0,0,1.3395340000000002
40,pKv1j5,20.68,26.83,23.99,29.03,0,0,0,0,0,0,0.07282000000000001
41,3Cv3ON,22.57,154.07,24.16,160.08,0,0,0,0,0,0,0.09555899999999999
42,PYVNqN,88.29,11.55,92.15,12.56,0,0,0,0,0,0,0.038986
43,jo9HBj,29.91,101.32,41.20,109.61,0,0,0,0,0,0,0.9359409999999998
44,WdyK5F,34.02,137.59,39.29,145.63,0,0,0,0,0,0,0.423708
45,zer5VK,51.11,0.00,52.11,1.53,0,0,0,1,0,0,0.015300000000000001
46,MqBpyE,23.35,0.00,38.15,2.48,0,0,0,0,0,0,0.36704000000000003
47,ZVIsqH,106.62,70.99,121.16,72.00,0,0,0,0,0,0,0.14685399999999998
48,kvJHFw,0.08,190.52,1.08,202.68,0,0,0,0,0,0,0.1216
49,EbQKbV,21.87,121.41,25.82,125.56,0,0,0,0,0,0,0.16392500000000002
50,gJkL8e,60.69,110.18,61.84,120.91,0,0,0,0,0,0,0.12339499999999999
51,ypgIkN,99.88,97.57,101.84,102.27,0,0,0,0,0,0,0.09212
52,Y7nNLC,87.32,156.60,90.41,163.25,0,1,0,0,0,0,0.205485
53,fyyk09,113.66,149.95,117.21,156.19,0,0,0,0,0,0,0.22152000000000002
54,dSjI49,0.00,66.48,4.01,68.14,0,0,0,0,0,0,0.06656599999999999
55,hSxTfQ,113.66,96.39,121.74,97.78,0,0,0,0,0,0,0.112312
56,fvsEXj,60.75,190.22,70.99,201.22,0,0,0,0,0,0,1.1264
57,FBRjvr,26.34,79.49,32.17,84.55,0,0,0,0,0,0,0.294998
58,d6ZfeW,0.00,54.26,3.94,56.10,0,0,0,0,0,0,0.072496
59,pVzut0,47.87,33.98,58.11,36.75,0,0,0,0,0,0,0.283648
60,UWZzIK,40.08,240.24,53.68,241.84,0,0,0,0,0,0,0.21760000000000002
61,rErxH9,87.08,87.78,93.46,99.62,0,0,0,0,0,0,0.755392
62,v3B5WL,113.66,186.73,123.01,193.93,0,0,0,0,0,0,0.6731999999999999
63,xgzdYd,92.87,139.83,95.16,142.35,0,0,0,0,0,0,0.057708
64,xHgnHT,86.87,115.04,90.57,116.23,0,0,0,0,0,0,0.04402999999999999
65,PiYO9T,27.29,149.76,41.84,152.14,0,0,0,0,0,0,0.34629
66,GTbxIK,0.00,146.64,5.06,148.15,0,0,0,0,0,0,0.07640599999999999
67,KDarMg,73.87,140.88,75.32,155.18,0,0,0,1,0,0,0.20735
68,dKpCru,0.76,170.42,14.06,182.94,0,0,0,0,0,0,1.66516
69,TyKOxE,74.05,40.56,76.86,50.59,0,0,0,0,0,0,0.281843
70,L8EotX,43.23,60.48,45.45,73.50,0,0,0,0,0,0,0.289044
71,vFDsPb,52.54,57.99,66.67,59.86,0,0,0,0,0,0,0.264231
72,FwU5im,113.66,7.63,128.45,16.22,0,0,0,0,0,0,1.270461
73,luwx5g,20.08,39.25,26.23,43.76,0,0,0,0,0,0,0.277365
74,vjww5C,113.66,195.73,127.20,200.16,0,0,0,0,0,0,0.599822
75,MD2z0f,102.23,14.88,106.14,24.25,0,0,0,0,0,0,0.366367
76,oP5pjn,18.79,135.91,26.93,139.54,0,0,0,0,0,0,0.295482
77,dAK8KP,18.48,88.22,31.37,92.58,0,0,0,0,0,0,0.5620040000000001
78,ODRzgg,30.82,200.48,35.15,203.98,0,0,0,0,0,0,0.15155000000000002
79,1WUBmC,67.07,162.68,70.53,174.99,1,0,0,0,0,0,0.425926
80,1STMK3,69.55,98.58,72.48,104.27,0,0,0,0,0,0,0.166717
81,BUx57e,49.96,13.39,58.73,14.73,0,0,0,0,0,0,0.117518
82,9RFlnw,32.58,68.91,36.15,78.36,0,0,1,0,0,0,0.33736499999999997
83,ptT1SJ,37.81,86.50,42.02,87.99,0,0,0,0,0,0,0.062729
84,94Ccze,101.42,111.96,107.61,118.35,0,0,0,0,0,0,0.395541
85,4nUH0S,107.71,26.41,112.23,32.34,0,0,0,0,0,0,0.26803599999999994
86,djskiz,0.76,140.06,2.21,141.60,0,1,0,0,0,0,0.022330000000000003
87,Irer9o,90.62,200.52,99.26,202.94,0,0,0,0,0,0,0.209088
88,NV18kM,109.75,108.59,112.26,122.96,0,0,0,0,0,0,0.3606869999999999
89,fdcTik,42.19,55.55,43.20,57.63,0,0,0,0,0,0,0.021008
90,ExebPR,56.41,22.29,64.67,28.26,0,0,0,0,0,0,0.49312199999999995
91,yXoHHZ,0.19,70.20,7.14,72.89,0,0,0,0,0,0,0.18695499999999998
92,qo1aIZ,34.84,125.08,36.26,126.14,0,0,0,0,0,0,0.015052000000000001
93,N65rnf,8.13,138.35,12.51,145.10,0,0,1,0,0,0,0.29564999999999997
94,vTqyxT,105.65,58.50,109.52,59.61,0,0,0,0,0,0,0.042957
95,iypGJq,45.78,73.83,56.08,75.03,0,0,0,1,0,0,0.12360000000000002
96,XwgbZQ,63.43,87.98,65.27,96.72,0,0,0,0,0,0,0.16081600000000001
97,IGVbz8,88.68,30.45,89.68,34.62,0,0,0,0,0,0,0.0417
98,WDl38V,24.78,72.63,25.80,80.43,0,0,0,0,0,0,0.07955999999999999
99,w5tOVg,23.95,57.41,35.17,61.03,0,0,0,0,0,0,0.4061640000000001
100,UizU2f,112.19,200.57,122.07,201.94,0,0,0,0,0,0,0.13535600000000003
101,CTwdzp,24.47,145.95,25.47,151.77,0,0,0,0,0,0,0.0582
102,98Uaj9,16.57,120.66,17.74,124.47,0,0,0,0,0,0,0.044577
103,WJWscp,9.88,64.61,10.94,65.73,0,0,0,0,0,0,0.011872000000000002
104,Phfvgb,0.00,155.01,2.37,158.28,0,0,0,0,0,0,0.077499
105,fG3D4O,53.60,42.85,68.29,46.73,0,0,0,0,0,0,0.569972
106,Z59OI6,92.19,103.38,98.14,107.43,0,0,0,0,0,0,0.240975
107,g5VdAD,16.74,161.02,17.80,163.44,0,0,1,0,0,0,0.025651999999999998
108,p51bPH,94.91,46.55,109.75,47.59,0,0,0,0,0,0,0.154336
109,8trBiF,37.26,63.52,38.63,64.98,1,0,0,0,0,0,0.020002
110,6BBd8q,51.90,96.10,55.30,97.98,0,0,0,0,0,0,0.06391999999999999
111,6dP1SC,87.63,131.77,88.91,143.95,0,1,0,0,0,0,0.15590400000000001
112,KnSZU3,0.00,123.50,3.14,124.55,0,0,0,0,0,0,0.03297
113,8Wo6k5,24.80,109.21,26.85,116.53,0,0,0,0,0,0,0.15005999999999997
114,Q1lx3X,81.72,92.75,84.58,98.82,0,0,0,0,0,0,0.17360199999999998
115,HFOzjP,38.66,182.59,41.38,184.74,0,0,0,0,0,0,0.05848
116,FKpQuR,80.34,210.37,81.98,212.18,0,0,0,0,0,0,0.029684
117,geMZxg,60.40,130.56,61.45,131.71,0,0,0,0,0,0,0.012075
118,ETQf74,11.31,104.21,14.47,107.93,0,0,0,0,0,0,0.117552
119,hqffS6,56.40,77.19,59.12,81.03,0,0,0,0,0,0,0.10444800000000001
120,sIMeJx,62.32,113.51,63.34,115.38,0,0,0,1,0,0,0.019074
121,5dQxf6,14.30,181.41,24.01,188.95,0,0,0,0,0,0,0.7321340000000001
122,mUIQqC,47.27,1.67,58.34,8.55,0,0,0,0,0,0,0.7616160000000001
123,6r5e6D,46.81,110.37,48.67,112.91,0,0,0,0,0,0,0.047244
124,2zKvbc,100.31,37.32,102.48,39.02,0,0,0,0,0,0,0.03689
125,qszB3u,34.29,38.08,36.30,39.86,0,0,0,0,0,0,0.035778
126,YlJyYE,83.50,0.00,85.24,12.14,0,0,0,1,0,0,0.211236
127,YiLJ3M,54.68,52.59,55.81,53.60,0,0,0,0,0,0,0.011413
128,r1eaJt,30.56,110.34,32.98,122.65,0,0,0,0,0,0,0.297902
129,bhPvi8,64.51,0.00,78.55,3.84,0,0,0,0,0,0,0.539136
130,5HpieG,40.58,230.69,42.83,231.77,0,0,0,0,0,0,0.024300000000000002
131,F7hsn0,23.71,64.47,26.67,71.65,0,0,0,0,0,0,0.212528
132,pi5S5k,0.00,52.52,1.10,53.52,0,0,0,1,0,0,0.011000000000000001
133,hJSwbm,80.75,151.81,83.98,160.19,0,0,0,0,0,0,0.270674
134,pgu5ev,113.13,122.76,122.98,135.10,0,0,0,0,0,0,1.21549
135,lHaPDb,100.70,130.85,111.10,133.79,0,0,0,0,0,0,0.30576000000000003
136,5s1LUB,100.43,230.07,110.91,235.57,0,0,0,0,0,0,0.5764
137,rwS5EU,48.64,169.61,53.92,171.60,0,0,0,0,0,0,0.10507200000000001
138,K2Um08,69.76,136.87,71.11,139.01,0,0,0,0,0,0,0.028890000000000002
139,EcnyXc,82.55,16.83,89.52,25.55,0,0,0,0,0,0,0.6077840000000001
140,X3xR2q,29.91,40.99,30.92,45.16,0,0,0,0,0,0,0.042116999999999995
141,VglkcB,56.13,165.13,58.40,174.98,0,0,0,0,0,0,0.22359500000000002
142,b1nRto,46.95,120.25,52.42,126.83,0,0,0,0,0,0,0.35992599999999997
143,jABV9L,27.35,170.37,30.33,184.18,0,0,0,0,0,0,0.411538
144,hUOm1I,39.05,121.30,40.05,123.41,0,0,0,0,0,0,0.021099999999999997
145,eyiNIE,63.96,30.96,65.15,41.07,0,0,0,0,0,0,0.12030899999999999
146,zLvCRG,46.82,133.01,49.13,135.39,0,0,0,0,0,0,0.054978
147,6WRTcp,60.33,70.78,70.66,84.23,0,0,0,0,0,0,1.389385
148,RWiUQu,49.71,79.24,54.57,93.60,0,0,0,0,0,0,0.6978960000000001
149,MJGEqF,66.51,117.79,69.94,120.42,0,0,0,0,0,0,0.090209
150,03lXmO,103.26,8.83,104.56,9.95,0,0,0,0,0,0,0.014560000000000002
151,lmEumM,8.70,115.27,10.56,126.71,0,0,0,0,0,0,0.212784
152,6EL9tx,10.77,110.31,11.88,113.96,0,0,0,0,0,0,0.040514999999999995
153,yR2eGn,75.24,102.82,80.18,104.25,0,0,0,0,0,0,0.07064200000000001
154,lBx5Tr,111.29,66.02,116.11,67.74,0,0,0,0,0,0,0.082904
155,lWlcB7,96.62,156.09,110.43,157.55,0,0,0,0,0,0,0.201626
156,8Ryewi,62.32,86.37,70.80,87.86,0,0,0,0,0,0,0.12635200000000002
157,EFw3B0,10.84,80.18,15.95,85.98,0,0,0,0,0,0,0.29638000000000003
158,zfwU9W,50.34,40.69,53.88,42.05,0,0,0,0,0,0,0.048144
159,x51Gd7,95.58,74.22,97.72,78.27,0,0,0,0,0,0,0.08667
160,1WSn7X,49.00,38.48,50.02,41.30,0,0,0,0,0,0,0.028763999999999998
161,pLjLTc,56.62,162.42,58.83,163.63,0,0,0,0,0,0,0.026740999999999997
162,DBal15,91.64,0.00,92.65,7.67,0,0,0,0,0,0,0.077467
163,GoNloQ,113.66,92.05,128.31,94.72,0,0,0,0,0,0,0.391155
164,y0Rebl,0.00,32.96,14.66,34.69,0,0,0,0,0,0,0.253618
165,47Dpe6,5.58,0.00,8.65,3.45,0,0,0,0,0,0,0.105915
166,IFyIXf,104.86,75.76,105.88,88.01,0,0,0,0,0,0,0.12495
167,BfvSnl,110.26,138.38,113.18,140.13,0,0,0,0,0,0,0.05109999999999999
168,EWyWhn,33.42,31.69,38.90,37.87,0,0,0,0,0,0,0.33866399999999997
169,giEnUJ,60.44,30.10,61.60,33.76,0,0,0,0,0,0,0.042455999999999994
170,RdSr2T,45.08,24.08,52.69,28.91,0,0,0,0,0,0,0.36756300000000003
171,1gXTBK,100.65,40.55,111.82,41.56,0,0,0,0,0,0,0.112817
172,c7SoFs,31.78,84.66,32.90,85.79,0,0,0,0,0,0,0.012656
173,A4BWKo,100.50,90.45,110.28,93.07,0,0,0,0,0,0,0.256236
174,WTulcV,80.87,30.35,83.89,43.14,0,0,0,0,0,0,0.386258
175,l2X3yn,60.65,10.68,65.80,13.94,0,0,0,0,0,0,0.16789
176,y2Uin2,49.21,55.67,50.65,58.40,0,0,0,0,0,0,0.039312
177,RxF0nf,100.57,190.09,107.41,192.81,0,0,0,0,0,0,0.18604800000000002
178,1bmkBF,36.20,82.46,42.37,85.20,0,0,0,0,0,0,0.16905800000000004
179,UFjrVv,20.33,10.67,22.42,13.15,0,0,0,0,0,0,0.051831999999999996
180,qZOKdH,81.68,167.06,82.85,180.25,0,0,0,0,0,0,0.154323
181,6HCyJT,20.14,230.09,30.48,233.19,0,0,0,0,0,0,0.32054000000000005
182,s0hJEp,0.00,56.97,1.68,59.02,0,0,0,0,0,0,0.03444
183,lP08eg,95.15,119.60,97.27,121.69,0,0,0,0,0,0,0.04430799999999999
184,Kv5P9Y,85.60,34.03,86.65,35.18,0,0,0,0,0,0,0.012075
185,3EC0R1,46.52,104.63,47.87,105.65,0,0,0,0,0,0,0.013770000000000003
186,KZdzG1,47.84,181.74,53.99,183.13,0,0,0,0,0,0,0.085485
187,a1eewP,0.05,81.80,7.14,84.61,0,0,0,0,0,0,0.199229
188,5pjEEh,76.54,142.80,78.54,148.35,0,0,0,0,0,0,0.111
189,jnG3i0,10.14,210.49,11.24,214.87,0,0,0,0,0,0,0.04818000000000001
190,wm8gxw,60.65,20.90,61.76,22.11,0,0,0,0,0,0,0.013431000000000002
191,hJQxYt,85.71,100.83,91.21,111.81,0,0,0,0,0,0,0.6039
192,3TOO3v,18.08,130.98,29.12,131.98,0,0,0,0,0,0,0.1104
193,2vK4DQ,19.15,115.85,23.23,117.89,0,0,0,0,0,0,0.083232
194,W1sxtB,27.64,25.67,28.93,36.59,0,0,0,0,0,0,0.140868
195,gShAg4,95.39,24.48,96.75,25.49,0,0,0,0,0,0,0.013736000000000002
196,vEZ2jQ,50.40,100.60,51.43,102.85,0,0,0,0,0,0,0.023174999999999998
197,cE2b6G,18.77,113.19,19.83,114.40,0,0,0,0,0,0,0.012825999999999999
198,zAlM1l,15.90,60.26,17.53,61.27,0,0,0,0,0,0,0.016463
199,aifaQc,0.00,130.34,14.62,131.45,0,0,0,0,0,0,0.162282
200,BZmUhY,31.67,14.76,32.80,26.69,0,0,0,0,0,0,0.13480899999999998
201,gdATdL,70.42,126.57,73.59,134.50,0,0,1,0,0,0,0.25138099999999997
202,ijp2UH,11.87,156.93,13.86,167.01,0,0,0,0,0,0,0.200592
203,SRc9Be,70.83,10.45,73.18,13.79,0,0,0,0,0,0,0.07849
204,3bjOoz,17.12,124.75,21.48,129.46,0,0,0,0,0,0,0.205356
205,wXxZdD,98.72,104.53,99.97,113.23,0,0,0,0,0,0,0.10875
206,gLdZ9G,58.01,114.55,60.62,118.36,0,0,0,0,0,0,0.09944099999999999
207,PvjEIS,38.55,61.14,40.38,62.30,0,0,0,0,0,0,0.021227999999999997
208,3WhSXZ,54.36,100.65,62.88,103.69,0,0,0,0,0,0,0.259008
209,lYd2yT,90.43,170.57,91.85,175.51,0,0,0,0,0,0,0.070148
210,l1YtSE,93.08,0.00,98.31,1.01,0,0,0,0,0,0,0.052823
211,UJ0IsB,113.66,165.50,114.69,170.71,0,0,0,0,0,0,0.053662999999999995
212,HjfuyB,113.66,52.22,115.14,57.06,0,0,0,0,0,0,0.071632
213,FgrPmS,40.66,118.45,44.75,124.91,0,0,0,0,0,0,0.264214
214,7Nd2zO,0.00,116.11,7.68,117.35,0,0,0,0,0,0,0.095232
215,iFkbl6,84.82,128.91,85.96,130.01,0,0,0,1,0,0,0.01254
216,hbtARb,10.61,50.52,19.86,58.26,0,0,0,0,0,0,0.71595
217,jOxP8r,70.16,89.37,76.69,92.61,0,0,0,0,0,0,0.21157200000000004
218,89Glyj,10.22,240.26,24.66,250.41,0,0,0,0,0,0,1.46566
219,bYz8tf,70.34,30.09,71.50,32.75,0,0,0,0,0,0,0.030855999999999998
220,HZKvVV,6.55,73.17,7.55,74.91,0,0,0,1,0,0,0.0174
221,P4wIgs,85.27,0.00,87.55,1.00,0,0,0,0,0,0,0.022799999999999997
222,pwooka,89.39,129.99,97.91,137.62,0,0,0,0,0,0,0.650076
223,qMYvks,0.00,87.56,2.64,91.04,0,0,0,0,0,0,0.09187200000000001
224,TXzk27,15.54,107.41,17.57,114.37,0,0,0,0,0,0,0.14128799999999997
225,Ld7gbI,11.16,118.22,12.19,124.24,0,0,0,0,0,0,0.062006
226,sTjoDy,45.40,173.59,46.42,184.82,0,0,0,0,0,0,0.11454600000000001
227,ae655d,98.75,73.17,108.02,74.19,0,0,0,0,0,0,0.09455399999999999
228,6H0OaO,110.56,220.80,116.01,227.07,0,0,0,0,0,0,0.341715
229,gqQstz,0.00,111.60,5.24,112.61,0,0,0,0,0,0,0.052924000000000006
230,9MPbSv,40.80,50.66,45.47,51.66,0,0,0,0,0,0,0.0467
231,HlX8tq,40.04,44.96,41.35,48.47,0,0,0,0,0,0,0.045980999999999994
232,NtOPTC,81.73,0.00,82.84,3.02,0,0,0,0,0,0,0.033522
233,1IIF4F,52.74,50.60,57.02,51.76,0,0,0,0,0,0,0.049648000000000005
234,zN5YYY,20.31,150.54,22.68,151.55,0,0,0,0,0,0,0.023937
235,yoK7ZD,75.97,106.97,79.41,109.07,0,0,1,0,0,0,0.07224
236,K6liQ2,26.68,93.62,30.27,95.10,0,0,0,0,0,0,0.053132
237,ux1Ppb,4.38,151.33,8.71,153.18,0,0,0,0,0,0,0.08010500000000001
238,oaFHDc,81.08,124.63,82.09,129.64,0,0,0,0,0,0,0.050601
239,Uas9dW,94.26,21.44,97.85,22.76,0,0,0,0,0,0,0.047388000000000007
240,RKvjqG,74.15,59.33,88.49,67.41,0,0,0,0,0,0,1.158672
241,Dpn3Iu,88.00,47.48,90.68,56.06,0,0,0,0,0,0,0.22994400000000004
242,4TtFCz,50.10,75.42,59.72,76.42,0,0,0,0,0,0,0.0962
243,4MNbGz,62.08,104.62,69.84,108.11,0,0,0,0,0,0,0.270824
244,ihpl4F,45.44,142.56,47.87,154.06,0,0,0,0,0,0,0.27945
245,FOU0dw,45.57,52.22,49.04,54.12,0,0,0,0,0,0,0.06593
246,VoG3hf,32.81,16.72,34.83,23.43,0,0,0,0,0,0,0.135542
247,l7HnqT,80.19,100.12,83.12,109.89,0,0,0,0,0,0,0.286261
248,PSqbcN,40.22,0.91,43.06,7.93,0,0,0,0,0,0,0.199368
